user_id,merchant_id,label
286491,2669,0
221211,4496,0
155931,4044,0
155931,2709,0
352539,2102,0
287259,4173,0
25371,1305,0
353307,1415,0
353307,4648,0
91419,1536,0
288027,2066,0
26139,3826,0
419355,2318,0
157467,3347,0
157467,390,0
92187,574,0
288795,102,1
92955,1102,0
289563,2583,0
27675,1555,0
420891,798,0
159003,2556,0
290331,3965,0
28443,1026,0
28443,1742,0
225051,4140,0
225051,1892,0
159771,503,0
356379,154,0
94491,1283,0
29211,361,0
29211,1272,0
225819,4659,0
422427,2583,0
160539,4438,0
95259,4282,0
95259,3819,0
291867,3839,0
291867,423,0
29979,643,0
161307,3263,0
357915,1357,0
357915,3398,0
357915,58,0
357915,1145,0
357915,467,0
227355,4607,0
293403,542,0
228123,1861,1
162843,219,0
162843,4578,0
359451,121,0
97563,1345,0
32283,4913,0
228891,2981,0
360219,63,0
32796,4641,0
32796,4270,0
164124,4650,0
360732,803,0
230172,1721,0
164892,317,0
164892,4086,0
164892,2693,0
361500,1346,1
361500,798,0
361500,437,0
361500,2082,0
296220,4976,1
296220,3618,0
34332,653,0
230940,3319,0
165660,1115,0
296988,3304,0
231708,1825,0
166428,4712,0
35868,4850,0
35868,4768,0
232476,3022,0
167196,1911,0
101916,2916,0
36636,2403,0
233244,503,0
102684,1272,0
299292,3734,0
234012,673,0
365340,2569,0
103452,3734,0
300060,1677,0
300060,4008,0
38172,1500,0
234780,4173,0
169500,4090,0
300828,120,0
235548,2102,0
235548,1203,0
366876,4044,0
104988,3734,0
104988,3545,0
301596,4992,0
301596,3350,0
301596,3323,0
39708,3898,0
236316,1892,0
236316,653,0
236316,503,0
367644,2417,0
302364,1640,0
40476,1890,0
40476,425,0
237084,4040,0
237084,4771,0
171804,1760,0
106524,2545,0
303132,2203,0
41244,2565,0
237852,4981,0
172572,1067,0
107292,4099,0
107292,2915,0
42012,474,0
304668,361,0
42780,4373,0
239388,1399,0
174108,3152,0
43548,4234,0
174876,684,0
109596,2721,0
44316,4527,0
240924,2640,0
175644,1816,0
306972,3826,1
306972,2727,0
306972,3938,1
45084,107,0
45084,4848,0
177180,1126,0
373788,3578,0
243228,4919,0
112668,1193,0
47388,3629,0
243996,742,0
375324,1412,0
113436,4659,0
310044,1467,0
48156,931,0
244764,1892,0
114204,4919,0
114204,2066,0
48924,2537,0
180252,2401,0
114972,4797,0
311580,685,0
246300,2242,0
246300,3586,0
246300,1890,0
377628,1704,0
377628,868,0
377628,1500,0
181788,2821,0
51228,3205,0
247836,3170,0
51996,4568,0
51996,1131,0
51996,3898,0
183324,1467,0
379932,2403,0
118044,4282,0
314652,4420,0
52764,4950,0
249372,1200,0
118812,1126,0
315420,794,0
250140,760,0
184860,2422,0
381468,4605,0
119580,254,0
316188,2273,0
185628,2537,0
382236,2545,0
55068,148,0
383004,2810,0
121116,4950,0
252444,2361,1
187164,1103,1
121884,2255,0
253212,4115,0
187932,606,0
384540,1833,0
122652,3406,1
319260,2537,0
319260,2217,0
188700,4585,0
123420,3925,1
189468,2273,0
386076,1742,0
320796,1890,0
320796,3005,0
255516,4079,0
190236,3195,0
386844,4048,0
124956,4499,0
321564,2424,0
256284,729,0
191004,3455,0
387612,3455,0
60444,98,0
60444,3968,0
257052,437,0
191772,4976,0
191772,145,0
388380,3773,0
389148,4325,0
61980,3376,0
61980,459,0
258588,1346,0
193308,1664,0
389916,1049,0
128028,2128,0
325404,4173,0
325404,3727,0
325404,4578,0
325404,4044,0
260124,4351,0
194844,643,0
391452,98,0
326172,3624,0
64284,3092,1
260892,4248,0
131100,4125,0
327708,1708,1
65820,2537,0
262428,4978,0
262428,3160,0
262428,522,0
262428,2711,0
262428,3546,0
197148,2217,0
393756,3173,0
131868,2991,0
328476,4764,0
263196,2664,0
394524,1300,0
132636,3828,0
132636,1272,0
329244,3828,0
67356,977,0
67356,4450,0
133404,4966,0
133404,4052,0
330012,3163,0
68124,4047,0
264732,614,0
2844,608,0
199452,3828,0
199452,1742,0
134172,4830,0
330780,412,1
3612,2413,0
3612,4044,0
200220,1451,0
134940,4044,0
331548,3420,1
69660,4197,0
397596,102,0
135708,4718,0
5148,4049,0
201756,2562,0
398364,2271,0
71196,1816,0
267804,594,0
333852,3445,0
71964,2397,0
71964,1892,0
268572,3734,0
203292,3826,0
399900,403,0
138012,3609,0
138012,2821,0
7452,1661,0
400668,4287,0
335388,3323,1
401436,4170,0
336156,4554,0
205596,2138,0
140316,1585,0
336924,46,0
75036,1305,0
271644,4044,1
337692,606,0
10524,4050,0
141852,1102,1
76572,598,0
273180,4170,0
273180,4648,0
207900,676,0
207900,826,0
339228,2397,0
12060,1923,0
12060,4727,0
143388,3876,1
339996,3022,0
78108,2078,0
274716,4220,0
209436,1415,0
340764,2592,0
13596,3349,0
210204,3460,0
406812,1183,0
144924,2447,0
341532,2583,0
79644,1885,0
276252,4287,0
276252,3363,0
210972,742,0
145692,4655,0
342300,1470,0
277020,3936,0
277020,3683,0
146460,798,0
81180,4170,0
81180,946,0
15900,503,0
15900,2634,0
15900,3990,0
212508,4906,0
147228,1892,0
16668,1760,0
213276,1721,0
409884,4596,0
147996,643,1
344604,817,0
82716,3363,0
279324,3500,0
17436,2278,0
214044,4052,0
148764,3086,0
345372,4079,0
83484,2443,0
411420,1393,0
411420,4044,0
149532,4155,0
84252,3981,0
84252,2397,0
18972,598,0
215580,689,0
150300,3609,1
281628,2856,0
412956,1602,0
282396,1090,0
20508,2700,0
413724,1892,0
413724,3148,0
151836,4492,0
86556,4724,0
86556,3225,0
21276,2730,0
152604,715,0
152604,490,0
349212,3578,0
22044,46,0
218652,3668,0
153372,4090,0
284700,3410,0
284700,2273,0
416028,63,0
350748,803,0
88860,4966,0
88860,4427,0
88860,3593,0
88860,1724,0
416796,2543,0
351516,1097,0
220956,1131,0
417564,1347,0
352284,794,0
221724,3629,0
418332,2699,0
156444,4044,0
287772,4976,0
157212,4506,0
353820,2537,0
26652,1892,0
26652,1378,0
26652,1833,0
26652,3828,0
157980,1749,0
92700,3990,0
92700,877,1
289308,2066,0
27420,951,0
224028,1520,0
158748,685,0
355356,1608,0
355356,4079,0
28188,3828,0
421404,3701,0
421404,2242,1
159516,2745,0
422172,3541,0
356892,1283,0
356892,3240,0
95004,1067,0
29724,2505,0
226332,3271,0
422940,278,0
161052,4760,0
95772,4536,0
292380,4976,0
30492,3734,0
423708,4536,0
358428,4137,0
293148,3345,0
293148,4170,0
31260,3329,0
359196,3055,0
32028,1013,0
32028,3984,0
163356,818,0
294684,2173,0
294684,121,1
360477,3826,0
360477,4966,0
98589,3288,0
361245,4090,0
99357,3256,1
34077,1923,0
362013,4129,1
34845,4325,0
34845,4049,0
231453,2217,0
100893,4850,0
297501,4044,0
35613,3734,1
166941,3734,0
363549,1393,0
363549,1310,0
101661,742,0
298269,3350,0
102429,437,0
102429,3578,0
168477,598,0
365085,4504,0
365085,798,0
37917,2499,0
234525,323,0
365853,2856,0
300573,1472,0
38685,2482,0
38685,3826,0
366621,4960,0
104733,1131,0
39453,4071,0
367389,3014,0
105501,3828,0
302109,1454,0
40221,742,0
236829,1340,0
171549,962,0
171549,4926,0
171549,2655,0
368925,2711,0
368925,1833,0
107037,3376,0
303645,4346,0
173085,2482,0
107805,4305,0
304413,4173,0
304413,2810,0
304413,2537,0
304413,1602,0
305181,154,0
239901,2173,0
371229,2699,0
109341,4765,0
305949,730,0
44061,3734,0
240669,798,0
175389,241,0
44829,4607,0
241437,4968,1
241437,2709,0
176157,3609,0
307485,1594,0
45597,4580,0
242205,4197,0
373533,1102,0
177693,642,0
177693,2022,0
374301,187,0
309021,1724,0
47133,4764,0
243741,2091,0
178461,4558,0
113181,1076,0
113181,98,0
113181,1126,0
309789,4829,0
47901,3356,0
48669,66,0
245277,1056,0
376605,2649,1
180765,673,0
377373,1500,0
312093,1116,0
246813,2795,0
181533,2022,0
181533,1270,0
378141,3965,0
247581,1393,0
313629,4427,0
183069,2954,0
183069,3065,0
379677,1142,0
314397,1393,0
249117,1427,0
183837,4287,0
380445,537,0
315165,2543,0
53277,2452,0
381213,3954,0
119325,503,0
54045,3205,0
250653,4316,0
185373,1472,0
54813,1375,0
251421,778,0
120861,2424,0
317469,2821,0
317469,3828,1
252189,4044,0
186909,1916,0
56349,3439,0
122397,3284,0
122397,1618,0
319005,1884,0
57117,1495,0
57117,3411,0
385053,3528,0
385053,2271,0
123165,1487,0
57885,3828,1
189213,2928,0
123933,4864,0
320541,2459,0
58653,310,0
255261,4042,0
386589,2482,0
190749,3545,1
387357,4873,0
256797,4234,0
126237,2397,0
126237,4044,0
126237,2537,0
322845,1749,0
322845,1978,0
192285,606,0
192285,4607,0
192285,1102,0
388893,1916,0
127005,2915,0
323613,798,0
324381,2102,1
324381,4044,0
62493,4976,0
259101,2173,0
390429,3525,0
325149,4848,0
63261,2856,0
259869,2608,0
129309,1102,0
130077,977,0
261405,3925,0
327453,3971,0
196893,4992,0
197661,3734,0
197661,2913,0
394269,4198,0
263709,4371,0
1821,1628,0
395037,862,0
67869,3022,0
264477,2140,0
2589,1500,0
199197,3609,0
395805,3941,0
68637,310,0
199965,1618,0
396573,1751,0
134685,685,0
331293,3159,0
69405,254,0
4125,3912,0
332061,1067,0
70173,2482,0
4893,4494,0
201501,1923,0
136221,1978,1
332829,1543,0
267549,4091,0
202269,1833,0
398877,4444,0
136989,1724,0
333597,3448,0
268317,3173,0
6429,2787,0
203037,4042,0
137757,1910,0
400413,4170,1
138525,1978,0
269853,2403,0
269853,4465,0
7965,3236,0
204573,2138,0
8733,4044,0
205341,2883,0
140061,1435,0
271389,1916,0
271389,3835,0
9501,1978,0
9501,2108,0
402717,1485,0
337437,2193,0
75549,1910,0
10269,1102,0
141597,682,0
338205,3734,0
404253,3828,0
404253,2608,0
142365,742,0
338973,4248,0
77085,2055,0
11805,4871,0
208413,3538,0
143133,2284,0
143133,1557,0
209181,4468,0
340509,4966,0
275229,66,0
341277,121,0
14109,3424,0
210717,2928,0
210717,1831,0
276765,2318,0
276765,3419,0
14877,1272,0
408093,3578,0
146205,1944,0
342813,1500,0
15645,4394,0
408861,4928,0
146973,897,0
16413,2821,0
213021,2950,0
279069,2397,0
279069,246,0
213789,817,0
410397,2891,0
279837,4850,0
280605,1840,0
280605,2711,1
411933,1102,0
150045,2569,0
84765,1585,0
216093,3820,0
412701,141,0
282141,1131,0
216861,259,0
413469,4919,0
348189,148,0
86301,2565,0
282909,798,0
217629,1944,0
414237,3578,0
152349,682,1
348957,818,0
283677,4110,0
21789,4417,0
415005,1679,1
153117,2928,0
87837,2318,0
22557,2932,0
153885,467,0
350493,361,0
350493,3875,0
350493,1250,1
23325,2653,0
154653,314,0
89373,1810,0
285981,4090,0
24093,1472,0
220701,760,0
417309,3161,0
155421,4992,0
221469,4659,0
418077,3640,0
352797,4655,0
25629,129,0
25629,1352,0
418845,1102,0
418845,3476,0
353565,1031,0
91677,3420,0
288285,2217,0
26397,1399,0
223005,2257,0
223005,4850,0
223005,310,0
419613,3635,0
157725,4760,0
354333,1900,0
92445,3936,0
92445,4480,1
92445,3912,0
289053,3152,0
289821,3955,0
289821,4234,0
27933,1502,0
159261,2026,0
226077,3578,0
30237,2482,0
226845,510,0
423453,2709,0
161565,3063,0
292893,594,0
31005,1318,0
227613,3683,0
162333,4044,0
358941,4750,0
31773,3828,0
228381,4143,0
97821,4170,0
98334,2954,0
294942,4919,0
33054,1071,0
360990,3793,0
99102,3878,0
230430,1916,0
361758,3471,0
99870,361,0
34590,4955,0
297246,361,0
297246,1659,0
297246,3839,0
231966,4322,0
363294,1885,0
232734,1509,0
167454,4745,0
167454,1250,0
233502,2217,0
37662,742,0
168990,1056,0
365598,3075,0
103710,2031,0
104478,4976,0
301086,350,0
235806,3958,0
235806,3906,0
235806,1749,0
367134,3885,0
367134,1470,0
301854,4760,0
236574,416,0
367902,786,0
40734,4170,0
237342,3448,0
172062,4981,0
41502,2582,0
369438,1861,0
369438,4793,0
108318,4973,0
304926,4818,0
239646,1327,0
174366,2537,0
370974,2730,0
109086,2786,1
43806,3075,0
240414,2031,0
371742,3828,0
175902,4388,0
110622,2173,0
110622,3853,0
241950,4173,0
241950,2217,1
241950,437,0
241950,2359,0
241950,3828,0
46110,962,0
177438,2821,0
177438,4687,0
177438,170,0
374046,4871,0
112158,121,0
243486,416,0
178206,4765,0
309534,786,0
47646,1875,0
375582,1470,0
375582,500,0
375582,1833,0
310302,862,0
48414,4427,0
245022,2482,0
179742,1582,0
311070,366,0
49182,1643,0
245790,3828,0
311838,4585,0
49950,605,0
377886,503,0
115998,1399,0
247326,1833,0
116766,2138,0
116766,698,0
116766,1916,0
51486,2537,0
248094,4966,0
182814,4980,0
379422,1102,0
314142,4116,0
248862,1939,0
118302,4372,0
314910,1093,1
314910,4919,0
249630,4818,0
184350,1466,0
380958,2954,0
380958,4950,0
119070,2273,0
315678,963,0
53790,1487,1
53790,606,0
53790,1861,1
53790,3822,0
185118,760,0
381726,1890,0
251166,3455,0
120606,3269,1
317214,1840,0
55326,4157,0
55326,2036,0
251934,1487,0
251934,1102,0
383262,4496,0
56094,3022,0
252702,3448,0
252702,2008,0
122142,4727,0
318750,4234,0
318750,4847,0
318750,4499,0
56862,2821,0
188190,120,0
319518,4026,0
254238,2052,0
385566,148,1
320286,1833,0
58398,2273,0
124446,121,0
124446,4864,0
124446,1203,0
59166,1239,0
59166,3828,0
59166,951,0
190494,3176,0
387102,2556,0
125214,3644,0
125214,2497,0
387870,4044,0
60702,4985,0
60702,121,0
323358,4474,0
323358,4048,0
61470,1615,0
258078,794,0
192798,2047,0
389406,2669,0
324126,3826,0
62238,4760,0
390174,209,0
324894,1093,0
63006,3898,0
63006,3545,0
390942,4760,0
390942,359,0
63774,738,0
260382,3780,0
195102,1262,0
129822,1250,0
129822,1000,0
326430,897,0
261150,191,0
392478,2047,0
392478,1142,0
130590,4357,0
130590,2761,0
261918,2954,0
262686,827,0
798,2928,0
798,1346,0
197406,4992,0
132126,3152,0
394782,4171,0
132894,3022,0
329502,2583,0
67614,773,0
264222,542,0
198942,4170,0
395550,773,0
133662,1963,0
330270,4048,0
330270,4287,0
330270,4049,0
68382,1840,0
199710,3350,0
134430,4605,0
331038,492,0
69150,1259,0
397086,255,0
266526,742,0
4638,962,0
70686,4847,0
398622,4708,0
71454,1102,0
268062,4316,0
334110,159,0
334110,3419,0
72222,4525,0
268830,2155,0
400158,4090,0
138270,3734,0
7710,4760,0
7710,3236,0
204318,2149,0
204318,3484,0
400926,1126,0
270366,323,0
8478,403,0
401694,4346,0
74526,3161,0
271134,962,0
9246,309,0
402462,66,0
140574,361,0
337182,121,0
75294,2318,0
206622,4545,0
141342,2721,0
76062,962,0
76062,4368,0
272670,1250,0
10782,3420,0
207390,3148,0
207390,2047,0
207390,2102,0
142110,337,0
142110,1203,0
273438,3105,0
339486,3734,0
77598,1330,0
77598,1642,0
77598,3536,0
12318,2582,0
208926,1816,0
405534,3179,0
13086,2954,0
13086,3323,1
13086,4325,0
79134,3301,0
13854,4270,0
145182,1821,0
341790,4048,0
79902,1123,0
79902,3828,0
79902,2237,0
276510,2565,0
407838,2289,0
80670,976,0
408606,897,0
343326,4129,0
16158,3105,0
212766,941,0
409374,1486,0
344094,2445,0
16926,2511,1
213534,2669,0
213534,4129,0
410142,4340,0
344862,3734,0
82974,731,0
279582,3472,1
214302,4173,0
214302,121,0
410910,2014,0
345630,598,0
280350,1833,0
215070,3915,0
149790,4768,0
149790,2102,0
84510,824,0
215838,2099,1
412446,2669,0
150558,3979,0
19998,2981,0
216606,1393,0
151326,3524,0
347934,653,0
282654,523,0
20766,4015,0
152094,4044,0
86814,4787,0
283422,4044,1
152862,547,0
218910,4540,0
218910,4168,0
415518,3159,0
153630,4282,0
350238,322,0
23070,25,0
23070,3979,0
219678,4811,0
416286,1884,0
89118,361,1
285726,2900,0
285726,3941,0
286494,4394,0
24606,4764,0
221214,1754,0
221214,3236,0
155934,4564,0
352542,1132,0
25374,2744,0
25374,2436,0
221982,2045,0
418590,742,0
222750,132,0
419358,1408,0
419358,4919,0
157470,4131,0
157470,4558,0
288798,4536,0
158238,1704,0
354846,2469,0
92958,1892,0
289566,1457,0
355614,4400,0
290334,114,0
290334,3614,0
225054,4265,0
356382,4394,0
94494,4005,0
29982,786,1
161310,1742,0
292638,1742,0
423966,3428,0
162078,1538,0
96798,2036,0
31518,1393,0
162846,1131,0
162846,1102,0
359454,962,1
97566,1501,0
228894,2991,0
360222,293,0
360222,2810,0
32799,4705,0
229407,2669,0
229407,3460,0
360735,740,0
98847,3668,0
33567,534,0
164895,4981,0
99615,1359,0
99615,1851,0
296223,2810,0
34335,4976,0
165663,4727,0
231711,4760,0
166431,1056,0
166431,3154,0
35871,2217,0
232479,4710,0
363807,1514,0
101919,742,0
36639,4864,0
364575,1850,0
102687,508,0
299295,4818,0
234015,3826,0
365343,1679,1
103455,141,1
38175,2217,0
234783,3063,0
169503,2124,0
366111,1749,0
366111,3865,0
366111,4287,0
104223,2440,0
300831,4760,0
170271,4026,0
170271,4173,0
301599,4009,0
367647,2594,0
105759,346,0
302367,606,0
40479,141,0
40479,2821,0
106527,3444,0
106527,1557,0
41247,4394,0
41247,2789,0
237855,1810,0
172575,2699,1
107295,1742,0
303903,1642,0
42015,168,0
238623,4044,0
108063,4044,0
108063,2928,0
108063,4976,0
42783,2954,0
42783,4992,0
370719,4097,0
305439,2810,0
43551,94,0
174879,4560,0
174879,4475,0
174879,4942,0
371487,2652,0
306207,4044,0
45087,2594,0
241695,1102,0
241695,4794,0
307743,3925,0
45855,1272,0
242463,4921,0
177183,3936,0
373791,738,0
111903,794,0
308511,1618,0
308511,1393,0
243231,778,0
243231,2014,0
309279,523,1
47391,297,0
178719,1910,0
113439,2699,0
310047,731,0
244767,3042,0
114207,1900,0
310815,2482,0
245535,3742,0
180255,3702,0
115743,4220,0
312351,3822,0
312351,4196,0
378399,3609,0
313119,1816,1
51231,2745,1
247839,4220,1
247839,4140,0
117279,1466,0
313887,2173,0
314655,3022,0
314655,2592,0
52767,1272,0
118815,66,0
250143,4049,0
381471,597,0
119583,361,0
316191,4049,0
54303,2545,0
250911,1393,0
120351,4659,0
316959,786,1
55071,4765,0
121119,2128,0
55839,4558,0
56607,4309,0
56607,1122,0
56607,3936,0
187935,198,0
122655,145,0
319263,4864,0
319263,2031,0
188703,3472,0
385311,2545,0
58143,2173,0
189471,3349,0
124191,4444,0
320799,523,0
124959,1377,0
59679,1816,0
191007,1056,1
387615,1884,0
125727,4864,0
257055,4708,0
126495,2709,0
323103,3609,0
257823,4793,0
192543,2305,0
192543,1570,0
389151,4992,0
61983,1437,0
193311,4173,1
128031,4048,0
128031,215,0
324639,2899,0
390687,1102,0
390687,4724,0
391455,598,0
391455,3819,0
391455,963,0
129567,1661,0
326175,4760,0
64287,2582,0
195615,2883,0
195615,2639,0
392223,4044,0
130335,4198,0
65055,2821,0
261663,4926,0
392991,2278,1
327711,3170,0
65823,643,0
65823,3472,0
262431,1432,1
197151,3092,0
197151,3828,0
393759,1621,0
393759,141,1
131871,2699,0
263199,1090,0
1311,2424,0
197919,104,0
132639,2217,0
329247,1075,0
263967,2031,0
68127,2537,0
264735,3088,0
2847,4536,0
199455,3170,0
199455,4287,0
199455,1056,0
134175,133,0
330783,2594,0
265503,3853,0
200223,2537,0
396831,1512,0
396831,204,0
134943,2721,0
200991,3936,0
397599,4377,1
332319,1840,0
267039,3623,0
201759,258,0
333087,786,0
71199,731,0
5919,2537,0
202527,4976,0
399135,332,0
137247,4554,0
71967,4044,0
268575,4605,0
268575,4536,0
203295,951,0
334623,1978,0
269343,4015,0
7455,2170,0
204063,3444,0
73503,1075,0
73503,4525,0
270111,3968,0
8223,4976,0
204831,4044,0
401439,1356,0
139551,4841,0
205599,941,0
140319,4388,1
140319,3828,0
336927,503,1
271647,4043,0
272415,4659,0
338463,532,0
76575,151,0
207903,1272,0
207903,2970,0
339231,4585,0
77343,3623,0
12063,2072,0
78111,2118,0
406047,1501,0
144159,3826,0
340767,4044,0
340767,3629,0
275487,598,0
144927,4042,0
144927,3398,0
341535,4450,0
79647,1840,0
145695,141,0
342303,3956,0
80415,1291,0
277023,3828,0
15135,2081,0
408351,395,0
146463,415,0
81183,2047,0
277791,3080,0
343839,361,0
343839,1472,0
278559,941,0
278559,14,0
278559,3236,0
16671,2361,0
409887,2954,0
82719,416,0
82719,4966,0
279327,4523,0
17439,4687,0
148767,4043,0
345375,3271,0
214815,1927,1
411423,1346,0
346143,1060,0
84255,1200,0
18975,2128,0
346911,3105,0
85023,1704,0
412959,1679,0
85791,3822,0
282399,3007,0
20511,2856,0
348447,3347,0
283167,3826,0
217887,1103,0
414495,1423,0
152607,951,0
152607,3471,0
87327,2971,0
22047,1203,1
415263,4044,0
415263,1102,0
349983,1454,0
349983,4450,0
88095,145,0
219423,2913,1
416031,10,0
88863,66,0
285471,1102,1
220191,3541,0
416799,4992,0
286239,3502,0
220959,4043,0
155679,3191,0
352287,3227,1
287007,1983,0
418335,606,0
156447,4864,0
353055,4554,0
353055,1203,0
353055,4287,0
353055,1760,0
353055,2664,0
91167,3828,0
91167,4472,0
91167,4044,0
222495,861,0
419103,4568,0
157215,962,0
288543,4463,0
223263,643,0
157983,4043,1
92703,3593,0
289311,3875,1
93471,1661,0
28191,1031,0
224799,3826,0
421407,141,0
356127,4044,0
356127,606,0
94239,4876,0
290847,219,0
225567,301,0
422175,2592,0
160287,4472,0
160287,3578,0
356895,606,0
95007,962,0
29727,1708,0
161055,3349,0
95775,2895,0
30495,993,0
30495,2569,0
227103,1275,0
423711,1538,0
423711,1861,0
161823,4724,0
358431,1884,0
293151,2799,1
227871,2664,0
162591,2273,0
359199,3889,0
293919,4267,0
32031,361,0
359967,4173,0
98079,289,0
294687,2193,0
163872,3092,0
98592,3624,0
295200,2482,0
361248,1501,0
99360,1487,0
34080,205,0
165408,2824,0
34848,3236,0
34848,2167,0
100896,2791,0
232224,2217,0
101664,3055,0
101664,326,0
298272,1067,0
232992,2821,0
364320,4282,0
233760,474,0
168480,954,1
103200,798,0
234528,4976,0
169248,1356,0
103968,4044,0
301344,2669,0
39456,2565,0
170784,2523,0
302112,4993,0
302112,4594,0
236832,3853,0
236832,3828,0
171552,63,0
368160,1429,0
106272,1619,0
106272,1742,1
302880,3578,0
302880,798,0
302880,806,0
368928,3853,0
107040,2775,0
238368,2286,0
238368,2082,0
173088,2448,1
173088,3230,0
107808,3304,0
107808,3419,0
107808,3701,0
173856,429,0
108576,3667,0
305184,4789,0
43296,403,0
174624,2598,0
109344,2204,1
305952,3828,0
305952,4270,0
305952,1393,0
44064,1501,0
240672,812,0
240672,1149,0
110112,4043,0
306720,1875,0
306720,1835,0
44832,2435,0
44832,798,0
110880,1594,1
307488,3163,0
45600,2954,0
373536,2167,0
373536,1738,0
242976,2856,0
177696,931,0
309024,685,1
309024,4765,1
309024,4079,1
47136,4992,1
243744,2821,0
178464,2397,0
113184,3828,0
309792,3956,0
47904,1031,1
244512,1900,0
180000,1708,0
180768,4864,0
115488,219,0
246816,309,0
181536,2565,0
378144,1840,0
116256,4377,1
50976,120,1
182304,4760,0
378912,4062,0
313632,3683,0
248352,3249,0
379680,2237,1
52512,3828,0
380448,4377,0
184608,3958,0
381216,4976,0
54048,3289,0
250656,2631,0
381984,2003,0
120096,3205,0
120096,1916,0
54816,3205,0
54816,4073,0
251424,1643,0
186144,4731,0
186144,2609,0
382752,625,0
120864,3578,0
317472,1784,1
317472,3912,0
252192,4044,0
186912,4273,0
383520,4173,0
121632,3034,0
318240,1485,0
56352,4043,0
187680,3723,0
122400,1272,0
319008,234,1
319008,1102,0
188448,3444,0
385056,3655,0
123168,4090,0
319776,798,0
57888,4170,0
254496,862,0
254496,4049,0
254496,1262,0
254496,557,0
385824,168,0
321312,1504,0
59424,4536,0
190752,3444,0
387360,1892,0
322080,3826,0
256800,3303,0
256800,2413,1
126240,1056,0
322848,4976,0
257568,4394,0
388896,3828,0
127008,3828,1
61728,643,0
258336,2441,1
258336,4687,0
389664,3451,1
62496,2401,0
193824,2353,0
390432,1000,0
63264,437,0
194592,1673,0
129312,3200,0
130080,1890,0
130080,794,0
326688,4882,1
326688,3205,0
326688,3469,0
64800,1884,0
261408,4492,0
130848,2511,0
262176,4131,0
196896,1861,0
131616,474,0
66336,2459,0
262944,3968,0
132384,962,0
132384,4976,0
132384,1492,0
67104,246,0
263712,4438,0
263712,1500,0
67872,1514,0
264480,2459,0
2592,2856,0
2592,1780,0
199200,1892,0
395808,1102,0
133920,2124,0
133920,1833,0
133920,2266,0
265248,1283,0
265248,4305,0
199968,1399,0
396576,3411,0
134688,257,0
134688,2099,0
331296,798,0
266016,258,0
4128,1015,0
4128,586,0
397344,1890,0
135456,798,0
332064,606,0
332064,1016,0
266784,3938,0
136224,1150,0
5664,3657,0
333600,1708,0
6432,3965,0
203040,2761,0
72480,4048,1
7200,4649,0
203808,1679,0
73248,361,0
269856,630,0
139296,1512,0
74016,597,0
270624,4919,0
8736,2767,0
401952,4678,0
401952,4705,1
336672,4919,0
206112,2102,0
206112,4043,0
337440,4666,0
10272,1281,0
207648,714,0
142368,200,0
338976,4747,0
11808,4796,0
208416,2424,0
77856,3432,0
143904,4143,0
340512,293,0
78624,1454,0
275232,132,0
275232,1427,0
209952,1499,0
144672,361,0
341280,3630,0
276000,1393,1
407328,3460,0
80160,3609,0
408096,4129,0
342816,2318,0
277536,2459,0
277536,3472,0
15648,1489,0
16416,4009,0
82464,1345,0
17184,4444,0
213792,2482,1
213792,4125,0
148512,594,0
148512,4705,0
83232,1487,0
279840,941,0
214560,4847,0
84000,4504,0
280608,3955,0
411936,2738,0
281376,4876,0
19488,4118,0
85536,4394,0
85536,4585,0
282144,168,0
216864,1049,0
413472,542,0
151584,121,0
151584,4234,0
151584,1168,0
86304,1816,0
21024,4729,0
21024,643,0
152352,256,0
283680,1999,1
218400,1890,0
218400,3875,0
415008,133,0
153120,949,0
415776,3288,0
415776,902,0
350496,4280,0
351264,66,0
285984,2435,0
285984,2669,0
24096,1342,0
155424,4474,0
155424,1854,1
155424,3986,0
286752,2977,0
221472,1096,0
418080,1841,0
156192,320,0
352800,3476,0
287520,2036,0
25632,2537,0
222240,2669,0
156960,1468,0
223008,2435,0
419616,3152,0
157728,4731,0
92448,1322,0
27168,1000,0
420384,4494,0
355104,2217,0
355104,1679,0
93216,4787,0
93216,141,1
289824,3545,0
355872,2821,0
93984,4955,0
93984,1500,0
421920,2928,0
160032,2664,0
356640,296,0
226080,437,0
226080,4976,0
160800,2454,0
357408,145,0
357408,2721,0
95520,1470,0
95520,1708,0
95520,1356,0
30240,2403,0
226848,2669,0
226848,2654,0
226848,4976,0
96288,4982,0
31008,4043,0
31008,1999,1
31008,643,0
227616,2055,0
162336,3941,0
358944,962,0
228384,4589,0
163104,4648,0
97824,4659,0
32544,1695,0
98337,275,0
164385,2173,0
99105,3990,0
99105,4607,0
295713,361,0
361761,2916,0
296481,3163,0
34593,2141,0
231201,1454,0
165921,2273,0
100641,503,0
297249,4163,0
101409,2403,0
298017,3055,0
232737,535,0
364065,1348,0
233505,2445,0
168225,742,0
364833,2497,0
102945,434,0
299553,1272,0
37665,4879,0
168993,4316,0
103713,3181,0
300321,3383,0
300321,3968,0
235041,1890,0
169761,2579,0
366369,4427,0
104481,3161,0
170529,1474,0
105249,963,0
301857,4394,1
301857,962,0
39969,4444,0
367905,2026,0
106017,1076,0
302625,2459,0
172065,1166,0
106785,3779,0
41505,4048,0
369441,73,0
107553,1487,0
304161,4044,1
42273,301,0
238881,2039,0
173601,2928,0
173601,4124,0
173601,3828,1
108321,1916,0
108321,4693,0
43041,885,0
174369,1900,0
